23,BMP-1P,"A variety of upgrades are available: improved tracks, spall liners, air conditioning, smoke greander launchers, laser warning receivers, & more powerful engines. French snpe era & other kits areavailable, but are hazardous during dismounted operations. Additonal armor may jeopardize amphibious capability. Kortnet atgm launcher can be mounted on other bmp-1 variants. Russian ags-17 & ag-30 30-mm automatic grenade launchers are also available. Key limitation for bmp-1s is the 1-man turret, but bmp-1s can be upgraded to 2-man turrets.",group/ enmechinf,individual/ enifv,photo/bmp1p, 73mm HEAT, PKM, AT-3 HEAT, 23, 65, 600, 13
24,BMP-2,"Many countries have upgraded their older bmp-1s with 23-mm, 25-mm, & 30-mm automatic cannons replacing the 73-mm gun; some have replace the 1-man bmp-1 turret with a 2-man turret that requires extensive body work. Options available include improved tracks, spall liners, air conditioning, smoke grenade launchers, laser warning receivers, or a more powerful engine. French snpe era & other kits are avialble, but would be hazardous during dismounted operations. The kbp kvartet 4-missile for the kornet atgm can be mounted on the bmp-1 or bmp-2 chassis. Indian flame-v adaptor kits permits the bmp-2 to launch milan, milan-2, or milan-3 atgms.",group/ enmechinf,individual/ enifv,photo/bmp2, 30mm auto-cannon, PKM, AT-5 HEAT, 33, 65, 600, 14
25,BMP-2M,"BMP-2M is an early BMP2 upgrade. This is an OPFOR Tier surrogate, with options.",group/ enmechinf,individual/ enifv,photo/bmp2m, 30mm auto-cannon, 30mm AGL, AT-5B HEAT, 33, 65, 600, 14
26,BMP-3,"Can be used as a standard ifv, but its costs as well as other considerations may make it more suited for other specialized roles. The bmp-3 unified fighting commpartment is being fitted to a variety of other vehicles. Its superior swim capabilities & firepower make it well suited for amphibious operations. The 100-mm cannon, however, is not responsive to quick slewing (turning) & makes it less effective in close terrain combat. Its weaponry makes it a superior infantry fire support vehicle (fsv). French snpe & other era kits are available. Other options include spall liners or the ags-17 30-mm agl system.",group/ enmechinf,individual/ enifv,photo/bmp3, 100mm HE-Shrapnel, 30mm auto-cannon, AT-11B HEAT, 35, 70, 600, 19
27,BMP-3M,"Russian ags-17 automatic greande launcher & shtora ir atgm jammer countermeasure system is available. Chassis is also suited for mounting other weapons: kornet/krizantema at launchers, 2s31 120-mm combination gun; hermes-a missile launcher; pantsir-s1-0 air defense system.",group/ enmechinf,individual/ enifv,photo/bmp3m, 100mm HE-Shrapnel, 30mm auto-cannon, AT-11B HEAT,100, 70, 600, 19
28,BOV-M10,4 x 4 apc built originally by yugoslavia with space for 8 soldiers to exit through side doors: 3 firing ports on each side & an additional one to the right of the commander’s vision block. The mg86 machine gun is a license-built copy of the russian pkt. The bov-m has a central tire inflation system. Many of the bov-ms vehicles have steel mesh screns mounted over the vehicle’s windows.,group/ enwheeledinf,individual/ enuparmortruck,photo/bovm10, 7.62mm, null, null, 10,95,500,7
29,BOV-M86,The BOV-M86 is the BOV-M10 sans troop compartment. It has 2 ATGM launcher pods with 3 AT-3 launchers each with a machine gun mounted before the two AT-3s.,group/ enarmorwheelat,individual/ enwheelarmorat,photo/bovm86, null, null, AT-5 HEAT, 10,95,500,9
30,BRDM-1,Light fully amphibious 4 X 4 wheel drive armor scout car with 2 firing ports on each side of the hull & 2 large hatches in the forward part of the roof; 2 belly wheels can be lowered to improve cross-country performance & cross ditches with space for 3 other soldiers besides the crew; personnel must enter & exit the vehicle from the hatches on top of the vehicle.,group/ enwheelrecon,individual/ enuparmortruck,photo/brdm1, 12.7mm, PKT, null, 10,80,500,6
31,BRDM-2,The brdm-2 has been used as the base chassis for a variety of vehicles. Many countries operate a combination of brdm-1s & brdm-2s and their total inventory is both types together.,group/ enwheelrecon,individual/ enuparmortruck,photo/brdm2,  14.5mm, PKT, null, 10, 95, 750, 7
32,BRDM-2M-98,Recognition. Variants include versions with or without radar. Guns can range from 7.62-mm machine guns to 20-mm cannons. Turrets are available that can contain 30-mm auto-cannons or automatic grenade launchers (agl). The atm masted turret can be fitted to a brdm-2 sensor vehicle. Brdm-2m-97/98 can be modified to accept a variety of atgm systems.,group/ enwheelrecon,individual/ enuparmortruck,photo/brdm2m98, 12.7mm, null, HOT 3,14,100,500,8
33,BRM-1K,Periscope. 1g25 gyrocompass; 1g13 gyro course indicator; 1pn22m2 fire sight; 1d8 laser rangefinder; psnr-5m battlefield surveillance radar. Passengers may dismount & form an alternate reconnaissance post. Almost all brm-1s were upgraded to the brm-1k standard with psnr-5m radar.,group/ enarmorrecon,individual/ enifv,photo/brm1k, 73mm HEAT, PKM, null, 23, 65, 600, 13
34,BRM-3K,Radio transmission range is 100 km moving & 350 km stationary. 1d14 laser rangefinder can detect objects at 10 km. Acquisition for gun sights is estimated at 4000 meters. Night sight recognition is at 5000 meters.,group/ enarmorrecon,individual/ enifv,photo/brm3k, 30mm auto-cannon, PKM, null, 35, 70, 600, 20
35,BTR-152,"Outdated 6 X 6 wheeled APC with rear exit doors, but many variants feature an open roof & very limited armored protection; passenger space for 17 soldiers; 3 firing ports on each side with 2 in rear doors.",group/ enwheeledinf,individual/ enbtr,photo/btr152, PKM, null, null, 15, 65, 650, 9
36,BTR-40,4 X 4 wheeled APC based on the GAZ-63 truck with an open top & a single rear exit door; passenger space for 8 soldiers; 3 firing ports on each side & 2 in the rear door,group/ enwheeledinf,individual/ enuparmortruck,photo/btr40, 12.7mm, null, null,8,80,285,5
37,BTR-50,The soviet union produced this apc using a pt-76 light tank chassis. It is the only btr apc that uses tracks instead of wheels. There are no exit doors forcing the 18 soldiers to dismount over the sides; 2 firing ports on each side of the vehicle. ,group/ enmechinf,individual/ enapc,photo/btr50, PKM, null, null,10,44,400,14
38,BTR-60PB,8 X 8 wheeled APC designed to replace the BTR-152; original design (BTR-60) had an open top & 14 soldiers had to exit over the sides; 3 firing ports on each side of vehicle.,group/ enwheeledinf,individual/ enbtr,photo/btr60pb, 14.5mm, PKT, AT-5 HEAT, 7, 80, 500, 10
39,BTR-70,8 x 8 wheeled apc as an upgrade to the btr-60; 9 soldiers had to exit through 2 roof hatches; 3 firing ports on each side of vehicle. Storage space for rpg-7 rocket launchers & 2 30-mm ags-17 agls. Many of the btr-70 apcs did not perform to expectations during the russian army’s campaign in chechnya.,group/ enwheeledinf,individual/ enbtr,photo/btr70, 14.5mm, PKT, null,10, 80,600,11
40,BTR-80,8 X 8 wheeled APC as an upgrade to the BTR-70; 7 soldiers exit through 2 side doors; 4 firing ports on the right & 3 firing ports on the left.,group/ enwheeledinf,individual/ enbtr,photo/btr80, 14.5mm, PKT, null,20, 80,600,14
41,BTR-80A,"Upgraded model with stabilized turret with 2A72 gun, 7.62-mm coaxial machine gun, & additional firing port on the right side. Some analysts and documents list the btr-80a as an ifv, but it lacks sufficient protection to warrant that classificaiton. The modular weapon system is offered for export to upgrade a wide variety of vehicles to a btr-80a standard. The btr-80a can mount k1-126 bullet-resistant tires. See separate entry for information on the kliver turret.",group/ enwheeledinf,individual/ enbtr,photo/btr80a,  30mm auto-cannon, PKM, AT-5 HEAT, 25, 90, 800, 15
42,BTR-90,"Some early versions lack the atgm. Because the btr-90 has a medium cannon & can mount an atgm launcher, it can be classed as an ifv. When an atgm is used, change the organization structure to ifv. Designated company/battalion fsvs have racks for 2 missile launchers & 12-14 missiles in storage. Other munitions are available such as fapds, hei-t rounds, or milan-er atgms.",group/ enwheeledinf,individual/ enbtr,photo/btr90,  30mm auto-cannon, 30mm AGL, AT-5 HEAT, 33, 100, 800, 21
43,BTR-D,"This is the bmd-1 with an additional road wheel, the turrent removed, a raised hatch area, and an extended passenger compartment to hold more soldiers. Options include an ags-17 30-mm automatic grenade launcher in the rear or a kiliver turret (30-mm gun, 7.62-mm coaxial machine gun, thermal sights, superior day sights, and 4 kornet atgm launchers). Some analysts consider this vehicle more an apc than an ifv.",group/ enmechinf,individual/ enapc,photo/btrd, PKT, 30mm AGL, null, 33, 100, 800, 21
44,BTR-T,"Vehicle may have been response to the russian experience in chechnya as a special role apc for accompany tanks & infantry in urban conflicts. Several limitations for this vehicle as an apc: (1) dismount capacity is less than a full squad; (2) soldiers other than the crew must exit vrom 2 hatches on the top at the rear and exposes them to direct fire; (3) intiial configurations lack antipersonnel weapons & remote weapons for 360° protection; & (4) mobility is inferior to most modern tanks. Vehicle does fit well into tightly congested areas such as forest trails. A variety of atgm systems can be mounted on the vehicle sucht as the at-4 fagot (9p135), at-5 konkurs, trigan, & milan. The most lethal of these options is the trigan that mounts onto a milan launcher adapter.",group/ enmechinf,individual/ enifv,photo/btrt,  30mm auto-cannon, 30mm AGL, AT-5 HEAT,200,50,500,39
45,CAESAR,"System can fit on a C-130 Transport. It is similar to other 155-mm truck-mounted systems, e.g., the Swedish FH77BW, Chinese SH1, and Israeli ATMOS 2000. Other truck mounted systems include 105 mm and 122 mm systems. Several systems, e.g., Dana, Zuzana, Chinese SH2, Kazak Semser, and Serb Nora B-52 actually mount the gun on the bed and fire mounted. Other systems like GHN-45 (pg 7-23) have their own APU.",group/frwheelartillery,individual/frwheelhvyhowitzer,photo/caesar,155mm Howitzer, M2 .50 caliber, null,15,60,450,42
46,Cobra LAV,"4 X 4 light armored personnel carrier can carry up to 10 troops besides the crew; 4 side doors, rear door, & 2 roof hatches; 3 firing ports on each side of vehicle & 1 in rear door.",group/ frwheelinf,individual/ fruparmortruck,photo/cobra, M2 .50 caliber, null, null,12,115,725,6
47,Dingo,Modular design 4 X 4 APC with space for 6 soldiers; 4 sides doors with rear storage area; no firing ports.,group/ frwheelinf,individual/ fruparmortruck,photo/dingo, 7.62mm, null, null,12,100,1000,13
48,EE-9,Mark 2/Cascavel I/Cascavel Magro (Thin Rattlesnake) was the 1st model with 37-mm gun removed from obsolete M3 Stuart tanks with Mercedes diesel engines.,group/ frstrykerrecon,individual/ frmgs,photo/ee9, 90mm HEAT, 7.62mm, null,16,100,880,13
49,FNSS,"Most vehicles are in the turkish army, but other armies do operate the aifv. The aifv was built base on the m113 technology and continued after the bradley (m-2 & m-3) fighting vehicle won the contract to field the ifv to the american army",group/ frmechinf,individual/ frifv,photo/fnss, 25mm auto-cannon, 7.62mm, null,25,65,490,14
50,FV101; Scorpion,All british scorpion family vehicles received enhanced mine protection as result of operations in the balkans & iraq.,group/ frarmorrecon,individual/ frlttank,photo/scrorpion, 76mm HESH, 7.62mm, null, 30, 80, 650, 8
51,FV18061; S55 APC,Vehicle uses a land rover chassis. Primary use is by the military for site security & as an internal security vehicle for police & border forces.,group/ frwheelinf,individual/ fruparmortruck,photo/s55, 7.62mm, null, null,11,105,514,4
52,FV4034; Challenger 2,"Challenger 1 is the base tank from which challenger 2 was derived. Challenger 2 includes over 100 improvements including mobility upgrades, togs-2 fcs, guns, and land navigation system, and an apu.",group/ frarmor,individual/ frtank,photo/challenger2, 120mm APFSDS-T, 7.62mm, null, 650, 59, 450, 69
53,FV4201; Chieftain Mk 5,"A variety of fire control systems and thermal sights are available for chieftain. Marconi, nanoquest, and pilkington offer day and night sights for the chieftain. At least 324 chieftains upgraded with the barr and stroud togs thermal sight system. The 1r26 thermal camera can be used with the 1r18 thermal night sight. It has wide (13.6°) and narrow (4.75°) fields of view, and is compatible with togs format. Gec sensors offers a long list of sights including: multi-sensors platform, tank thermal sensor, and ss100/110 thermal night sight.",group/ frarmor,individual/ frtank,photo/chieftain, 120mm APFSDS-T, 7.62mm, null, 300, 48, 450, 55
54,FV511; Warrior,"Ifv with exit doors in the rear with space for 7 soldiers; no firing ports. Variants available but not in production include a light tank, atgm, anti-aircraft, mlrs, and a 90-mm gun.",group/ frmechinf,individual/ frifv,photo/warrior, 30mm auto-cannon, 7.62mm, null, 25, 75, 660, 24
55,FV721; Fox Scout Car,This vehicle has been phased out of the british army & is on the way out in most militaries. There are some of these vehicles found in some african countries.,group/ frstrykerrecon,individual/ fruparmortruck,photo/fox, 30mm auto-cannon, 7.62mm, null,25,105,434,6
56,K200; KIFV,Vehicle served as a replacement for south korea’s m113s. Currently only operated by south korea & malaysia. Malaysian kifvs used during bosnian peacekeeping operations. Mechanical issues in bosnia caused malaysia to look at replacing the kifv with a wheeled apc to supplement the kifv in future military operations.,group/ frmechinf,individual/ frapc,photo/kifv, M2 .50 caliber, null, null,25,74,480,13
57,Leopard 1A1,"Leopard 1 was the baseline tank with original tracks, and without track skirts, stabilization or thermal sleeve for gun. Leopard 1a1 version can be fitted with applique armor.",group/ frarmor,individual/ frmedtank,photo/leopard1a1, 105mm APFSDS-T, 7.62mm, null, 250, 65, 600, 40
58,Leopard 2A4,"A variety of upgrade programs and options are available for the leopard 2. These include the atlas elektronik vehicle integrated command and information system (ifis), a digital command and information system. The new longer gun barrel (l55 gun barrel, 1.30 meters longer) is available for earlier vehicles. It permits effective use of a new apfsds-t round, dm53 (lke ii), with a longer rod penetrator, and which is under development. The german army has decided not to buy the dm43 apfsds-t round (aka lke 1), rather wait and upgrade to the dm53 round. An expected near-term upgrade is addition of the spear gun-launch atgm, which was derived from the russian at-10b arkan.",group/ frarmor,individual/ frtank,photo/leopard2a4, 120mm APFSDS-T, 7.62mm, null, 700, 72, 550, 55
59,Leopard 2A6,"Export version for canadian forces with slat armor added. Strv 122: swedish-licensed variant resembling 2a5 with an indigenous turret and other upgrades. The tank features french galix active protection system and improved command and control. Sweden developed an he-t round designed to range 2,000 meters or more for its leopard-2 and strv-122 tanks. With additional armor, strv 122 will weigh 62 mt.",group/ frarmor,individual/ frtank,photo/leopard2a6, 120mm APFSDS-T, 7.62mm, null, 940, 72, 500, 62
60,LUAZ-967,The Russian LUAZ-967M TUV offers support with amphibious capability. Civilian applications of the utility vehicle as more sophisticated sport utility vehicles have fed significant improvements in mobility and flexibility for military applications.,group/ enwheelinf,individual/ entruck,photo/luaz967, null, null, null,2,65,285,1
61,M109A6; Paladin,"The M109 is an American 155 mm turreted self-propelled howitzer, first introduced in the early 1960s. It has been upgraded a number of times, most recently to the M109A7. The M109 family is the most common western indirect-fire support weapon of maneuver brigades of armored and mechanized infantry divisions. The M109 has a crew of six: the section chief, the driver, the gunner, the assistant gunner and two ammunition handlers. The gunner aims the cannon left or right (deflection), the assistant gunner aims the cannon up and down (quadrant). The M109A6 Paladin needs only a crew of four: the commander, driver, gunner and an ammunition loader.",group/frspartillery,individual/frsphvyhowitzer,photo/m109a6,155mm Howitzer, M2 .50 caliber, null,15,60,300,37
62,M1126; ICV,"The Infantry Carrier Vehicle provides protected transport and, during dismounted assault, supporting fire for the infantry squad. The Stryker is a full-time four-wheel drive, selectively eight-wheel drive, armoured vehicle weighing approximately 19t which carries an infantry squad with their equipment. On paved roads the vehicle can attain speeds of 62 mph without a governor and 37 mph with a governor. The basic infantry carrier vehicle (ICV) provides armored protection for the two-man crew and a squad of nine soldiers.",group/ frstryker,individual/ frstryker,photo/m1126, M2 .50 caliber, null, null, 25, 100, 500, 18
63,M1127; RV,"The RV provides an effective platform for RSTA Squadrons and battalion scouts to perform reconnaissance and surveillance operations. The RV accommodates seven personnel, including crew. The platform is a key enabler for both sensor and HUMINT focused surveillance and intelligence operations. Each vehicle carries a squad consisting of a 3-man vehicle crew and a 4-man scout squad for dismounted reconnaissance (6-man squad if augmented with linguist).",group/ frstrykerrecon,individual/ frstryker,photo/m1127, M2 .50 caliber, null, null, 25, 100, 500, 18
64,M1128; MGS,"The M1128 Mobile Gun System is an eight-wheeled armored car of the Stryker armored fighting vehicle family, mounting a 105 mm tank gun, based on the Canadian LAV III light-armored vehicle manufactured by General Dynamics Land Systems. It is in service with the United States and was also being considered for adoption by several other countries.",group/ frstryker,individual/ frmgs,photo/m1128, 105mm APFSDS-T, M240C, null, 25, 90, 500, 22
65,M1129; MCV,"The M1129 Mortar Carrier, also known as MCV-B (Mortar Carrier Vehicle version B), is based on the Stryker infantry carrier vehicle, which is itself a descendant of the Swiss Mowag Piranha III. The precursor of the M1129, the MCV-A, carried a mortar that could only be used dismounted, whereas the M1129B is only capable of firing its weapon from the mounted position within the vehicle. The M1129 is used in the US Army Stryker Brigade Combat Teams, where it is part of each Brigade's maneuver infantry battalion's and RSTA squadron's MTOE (Modified Table of Equipment). The vehicles are either organically subordinated to battalion level or company level. The battalion level vehicles are armed with the RMS6L 120MM mortar system, which is the vehicle mounted version of the RMS6L 120MM mortar. Additionally, they carry the 81mm M252 mortar that can only be used in a dismounted capacity. The company level vehicles also carry a vehicle-mounted 120mm mortar, which is augmented by the 60mm M224 mortar for dismounted use. The RSTA squadron only receives the 120mm mounted mortar, there is no augmentation dismounted maneuvers. Each Stryker infantry battalion thus has a total number of 10 mortar carriers, all of which are equipped with the 120mm system. Each Stryker RSTA battalion has a total of 6 mortar carriers, all of which are also equipped with the 120mm system.",group/ frstrykermortar,individual/ frstrykermortar,photo/m1129, 120mm Mortar, M240B, null, 25, 100, 500, 18
66,M113; APC,"Over 100 different variants have been produced. These include recoiless rifle carriers, milan atgm carriers, engineer variants, reconaissance vehicles, air defense vehicles with aa machine guns, & those adapted to mount the country’s machine guns and/or anti-tank weapons.",group/ frmechinf,individual/ frapc,photo/m113, M2 .50 caliber, null, null, 10, 64, 483, 11
67,M1130; CV,"The M1130 Commander Vehicle (CV) is an armored command vehicle based on the Stryker platform. It is used within the brigade to provide means to receive information, analyze and transmit data, and control forces carrying out combat missions. The CV provides an operational platform for elements of command within the Stryker Brigade Combat Team (SBCT). The CV integrates the C4ISR equipment for the unit commanders. It has the ability to access aircraft power and antenna systems to plan missions while en route aboard aircraft.",group/ frstrykercmd,individual/ frstryker,photo/m1130, M2 .50 caliber, null, null, 25, 100, 500, 18
68,M119A1,"The M119 howitzer is the US designation for the L119 light gun, a lightweight British 105 mm howitzer also used by the United States Army. It can be easily airlifted by helicopter, or dropped by parachute. It does not need a recoil pit.",group/frtowedartillery,individual/frtowedmedhowitzer,photo/m119a1,105mm Howitzer, null, null,,,,
69,M142; HIMARS,"The M142 High Mobility Artillery Rocket System (HIMARS) is a U.S. light multiple rocket launcher mounted on a standard Army M1140 truck frame. The HIMARS carries six rockets or one MGM-140 ATACMS missile on the U.S. Army's new Family of Medium Tactical Vehicles (FMTV) five-ton truck, and can launch the entire Multiple Launch Rocket System Family of Munitions (MFOM). HIMARS ammunition is interchangeable with the MLRS M270A1, however it is only able to carry one pod rather than the standard two for the M270 and A1 variants. It was designed as a small, mobile, MLRS, with the ability to 'shoot-and-scoot'. The launcher is C-130 transportable.",group/frwheelmlrs,individual/frwheelmlrs,photo/m142,ATACMS Missile, null, null,25,85,480,12
